Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-26,700.0,706.7000122070312,659.510009765625,675.5,41089200,0,0
2021-03-01,690.1099853515625,719.0,685.0499877929688,718.4299926757812,27136200,0,0
2021-03-02,718.280029296875,721.1099853515625,685.0,686.4400024414062,23732200,0,0
2021-03-03,687.989990234375,700.7000122070312,651.7100219726562,653.2000122070312,30208000,0,0
2021-03-04,655.7999877929688,668.4500122070312,600.0,621.4400024414062,65919500,0,0
2021-03-05,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,89396500,0,0
2021-03-08,600.5499877929688,620.1300048828125,558.7899780273438,563.0,51787000,0,0
2021-03-09,608.1799926757812,678.0900268554688,595.2100219726562,673.5800170898438,67523300,0,0
2021-03-10,700.2999877929688,717.8499755859375,655.0599975585938,668.0599975585938,60605700,0,0
2021-03-11,699.4000244140625,702.5,677.1799926757812,699.5999755859375,36253900,0,0
2021-03-12,670.0,694.8800048828125,666.1400146484375,693.72998046875,33583800,0,0
2021-03-15,694.0900268554688,713.1799926757812,684.0399780273438,707.9400024414062,29335600,0,0
2021-03-16,703.3499755859375,707.9199829101562,671.0,676.8800048828125,32195700,0,0
2021-03-17,656.8699951171875,703.72998046875,651.010009765625,701.8099975585938,40372500,0,0
2021-03-18,684.2899780273438,689.22998046875,652.0,653.1599731445312,33224800,0,0
2021-03-19,646.5999755859375,657.22998046875,624.6199951171875,654.8699951171875,42894000,0,0
2021-03-22,684.5900268554688,699.6199951171875,668.75,670.0,39512200,0,0
2021-03-23,675.77001953125,677.7999877929688,657.510009765625,662.1599731445312,30491900,0,0
2021-03-24,667.9099731445312,668.02001953125,630.1099853515625,630.27001953125,33795200,0,0
2021-03-25,613.0,645.5,609.5,640.3900146484375,39224900,0,0
2021-03-26,641.8699951171875,643.8200073242188,599.8900146484375,618.7100219726562,33852800,0,0
2021-03-29,615.6400146484375,616.47998046875,596.02001953125,611.2899780273438,28637000,0,0
2021-03-30,601.75,637.6599731445312,591.010009765625,635.6199951171875,39432400,0,0
2021-03-31,646.6199951171875,672.0,641.1099853515625,667.9299926757812,33337300,0,0
2021-04-01,688.3699951171875,692.4199829101562,659.4199829101562,661.75,35298400,0,0
2021-04-05,707.7100219726562,708.1599731445312,684.7000122070312,691.0499877929688,41842800,0,0
2021-04-06,690.2999877929688,696.5499877929688,681.3699951171875,691.6199951171875,28271800,0,0
2021-04-07,687.0,691.3800048828125,667.8400268554688,670.969970703125,26309400,0,0
2021-04-08,677.3800048828125,689.5499877929688,671.6500244140625,683.7999877929688,23924300,0,0
2021-04-09,677.77001953125,680.969970703125,669.4299926757812,677.02001953125,21437100,0,0
2021-04-12,685.7000122070312,704.7999877929688,682.0900268554688,701.97998046875,29135700,0,0
2021-04-13,712.7000122070312,763.0,710.6599731445312,762.3200073242188,44652800,0,0
2021-04-14,770.7000122070312,780.7899780273438,728.030029296875,732.22998046875,49017400,0,0
2021-04-15,743.0999755859375,743.6900024414062,721.3099975585938,738.8499755859375,27848900,0,0
2021-04-16,728.6500244140625,749.4099731445312,724.5999755859375,739.780029296875,27979500,0,0
2021-04-19,719.5999755859375,725.4000244140625,691.7999877929688,714.6300048828125,39686200,0,0
2021-04-20,717.4199829101562,737.25,710.6900024414062,718.989990234375,35609000,0,0
2021-04-21,704.77001953125,744.8400268554688,698.0,744.1199951171875,31215500,0,0
2021-04-22,741.5,753.77001953125,718.0399780273438,719.6900024414062,35590300,0,0
2021-04-23,719.7999877929688,737.3599853515625,715.4600219726562,729.4000244140625,28370000,0,0
2021-04-26,741.0,749.2999877929688,732.6099853515625,738.2000122070312,31038500,0,0
2021-04-27,717.9600219726562,724.0,703.3499755859375,704.739990234375,29437000,0,0
2021-04-28,696.4099731445312,708.5,693.5999755859375,694.4000244140625,22271000,0,0
2021-04-29,699.510009765625,702.25,668.5,677.0,28845400,0,0
